75	53	56
74	0	56
75	0	56
78	53	0
77	56	0
75	59	56
74	59	53
77	59	50
70	59	50
68	58	50
66	58	50
65	59	0
63	59	0
62	58	53
63	58	53
65	50	54
66	50	54
68	51	56
70	51	56
68	51	58
66	51	58
68	0	46
70	0	46
68	0	39
66	0	39
65	0	39
66	0	39
66	0	0
66	0	0
66	0	51
66	0	51
65	0	54
63	0	53
66	0	51
65	0	53
63	0	61
61	0	61
65	0	58
63	0	58
61	0	53
63	0	53
60	0	51
61	0	49
65	0	51
66	0	51
65	0	60
73	0	60
73	0	49
73	0	49
73	0	58
73	0	58
72	0	48
73	0	48
70	0	57
82	0	57
82	65	46
82	65	46
82	70	58
82	70	57
63	70	58
65	70	60
63	70	61
72	73	58
72	75	55
72	70	56
72	72	58
72	72	55
70	0	51
72	0	53
68	0	55
80	0	51
80	63	44
80	63	44
80	68	56
80	68	55
61	68	56
63	68	58
61	68	60
70	72	56
70	73	53
70	68	55
70	70	56
70	70	53
68	0	49
70	0	51
67	0	53
79	0	49
79	61	43
79	61	43
79	67	55
79	67	53
76	67	55
77	67	56
73	67	58
70	70	55
70	73	52
70	67	53
70	68	55
70	68	52
70	68	48
70	68	50
70	0	52
68	0	48
68	60	41
68	60	43
68	61	44
68	60	46
68	58	48
68	60	50
68	0	52
67	0	48
67	65	53
67	65	51
67	60	49
67	60	51
67	58	53
65	56	51
65	58	49
64	58	48
64	67	49
67	67	49
67	56	49
72	56	49
70	0	49
68	0	48
72	55	46
70	55	49
68	64	48
67	64	46
70	53	44
68	53	48
65	53	46
73	53	44
70	0	46
72	0	43
68	52	44
78	52	44
76	53	49
77	53	49
83	52	43
84	52	43
77	53	48
77	53	48
77	58	41
0	58	41
0	56	46
77	56	46
77	55	44
71	53	44
70	55	49
68	55	49
70	58	48
77	58	48
77	56	48
74	58	48
74	60	48
68	56	48
68	53	48
66	54	48
65	56	53
66	53	53
66	50	53
75	51	53
75	53	0
69	50	0
68	46	0
66	50	0
68	53	0
75	58	0
75	51	0
72	54	0
72	58	0
66	62	0
66	63	0
65	65	0
68	66	0
73	63	0
75	60	0
77	61	0
75	63	0
73	60	0
75	56	0
84	56	0
84	56	0
80	56	0
80	56	0
75	58	0
75	60	0
73	61	44
72	61	46
73	0	48
73	0	49
82	0	49
82	0	49
72	0	49
72	0	49
80	72	51
80	72	53
70	72	55
70	72	56
79	72	55
79	72	53
68	72	55
63	72	56
65	70	55
67	70	53
68	70	51
70	70	53
72	70	53
68	70	53
73	68	53
72	68	53
70	67	51
72	67	49
73	70	53
72	70	51
70	63	49
68	0	48
70	0	51
70	0	49
70	0	48
70	0	46
70	56	49
68	56	48
66	58	48
70	56	51
68	54	51
66	56	54
65	65	54
68	65	54
66	61	54
65	61	54
63	56	54
66	56	54
65	54	54
65	53	53
68	54	53
68	54	53
73	63	53
73	63	53
73	53	53
73	53	53
0	61	53
0	61	51
76	0	51
73	0	51
70	60	51
70	60	51
70	61	51
70	61	49
0	0	49
70	0	51
73	0	51
0	0	44
80	80	44
80	77	49
73	73	51
73	73	53
79	73	54
79	73	53
68	0	51
68	0	49
80	73	53
78	70	58
80	67	56
82	67	55
83	67	58
80	67	61
77	0	59
78	0	58
80	73	61
77	73	64
73	71	64
75	71	63
77	71	61
73	71	59
70	70	58
72	70	56
73	70	55
70	70	56
78	0	59
80	0	58
82	0	56
78	0	55
75	0	53
77	0	51
78	0	49
75	0	47
72	0	49
73	0	51
75	59	47
72	56	44
68	53	44
70	53	56
72	0	53
68	0	49
77	0	49
78	0	0
80	58	0
77	54	0
74	51	0
75	51	49
77	0	46
74	0	42
70	0	42
72	0	0
74	58	0
70	54	0
66	51	0
68	51	54
70	0	51
66	0	48
75	0	48
77	0	0
78	56	0
75	53	0
72	50	0
73	50	48
75	0	44
72	0	41
68	0	41
70	0	0
72	56	0
68	53	0
65	50	0
66	50	53
68	0	50
65	0	46
61	0	46
65	0	0
68	54	0
70	51	0
71	48	0
70	48	46
68	0	42
70	0	39
78	0	39
78	0	0
73	54	0
73	51	0
70	48	0
70	48	51
68	0	48
66	0	44
68	0	44
61	0	0
65	0	0
68	0	0
70	0	0
68	0	44
66	0	41
68	0	37
77	0	37
77	0	0
73	0	0
73	0	0
68	0	0
68	0	0
66	0	0
65	0	0
66	0	0
60	0	59
63	0	49
66	0	58
68	0	49
66	0	56
65	0	49
0	0	54
72	0	49
72	0	53
66	0	51
66	0	53
65	0	53
63	0	44
65	0	44
68	0	0
70	0	0
72	0	58
73	0	49
75	0	56
77	0	49
75	0	54
78	0	49
77	0	53
75	0	49
73	0	51
80	0	49
78	0	51
80	0	51
77	0	44
80	0	44
75	0	0
80	0	0
73	0	56
80	0	44
72	0	54
70	0	44
72	0	53
75	0	44
77	0	51
78	0	44
80	0	49
78	0	48
77	0	49
80	0	44
75	0	53
80	0	51
73	0	53
80	0	44
72	0	56
80	0	54
70	0	56
68	0	44
70	0	58
73	0	44
75	0	60
77	0	61
78	0	63
77	0	60
75	0	56
77	0	60
73	0	63
75	0	65
72	0	66
75	0	65
70	0	63
75	0	65
68	0	73
67	0	73
68	0	68
72	0	68
73	0	65
75	0	65
77	0	63
78	0	61
80	0	63
82	0	56
68	0	60
68	0	63
70	0	65
68	0	63
66	0	61
68	0	72
77	0	72
77	0	68
73	0	68
73	0	63
68	0	63
68	0	61
66	0	60
65	0	61
66	0	56
66	0	60
75	0	61
75	0	63
65	0	61
65	0	60
73	0	61
73	0	70
63	0	70
63	0	67
72	0	67
72	0	61
61	0	61
61	0	60
73	0	58
72	0	60
73	0	56
75	0	58
77	0	60
78	0	61
80	0	63
78	0	65
77	0	63
78	0	66
80	0	65
78	0	63
77	0	61
75	0	66
77	0	66
77	0	58
77	0	60
77	0	61
77	0	60
75	0	58
73	0	56
77	0	58
75	0	58
73	0	58
72	0	58
75	0	58
73	0	56
72	0	54
73	0	58
70	0	56
72	0	54
72	0	53
75	0	56
75	0	54
78	0	53
78	0	54
78	0	51
78	61	53
78	63	53
78	65	53
78	63	56
78	61	58
77	63	0
77	72	0
77	72	0
77	68	0
77	68	0
77	63	60
77	63	60
77	61	60
75	60	60
75	61	60
75	61	60
75	70	60
75	70	60
75	60	58
73	60	58
73	68	58
72	68	58
72	58	58
75	58	58
75	67	56
75	67	56
75	56	58
68	56	58
68	68	51
73	66	51
73	68	56
71	70	56
71	72	56
70	68	56
70	73	0
70	72	0
70	70	56
70	72	56
70	73	58
70	72	56
70	70	54
70	68	56
70	66	65
66	70	65
63	68	61
63	66	61
63	65	56
63	68	56
63	66	54
63	65	0
63	66	63
68	63	63
68	65	53
68	65	53
68	65	61
68	65	61
68	65	51
65	65	51
62	65	60
62	65	60
62	65	49
62	65	44
62	61	49
62	61	51
58	66	53
58	66	54
66	65	56
66	65	53
66	66	54
66	66	42
66	66	54
65	66	53
66	0	54
63	0	56
72	66	58
75	63	54
73	56	51
68	56	53
70	56	54
71	56	51
70	0	48
68	0	49
66	60	51
68	60	48
77	65	41
77	65	41
73	65	53
73	65	51
68	0	53
68	0	54
66	65	56
65	62	53
66	54	50
66	54	51
75	54	53
75	54	50
65	0	46
65	0	48
73	58	50
73	58	46
63	68	39
63	63	39
72	65	51
72	65	50
61	65	51
65	65	53
66	0	54
68	0	51
70	61	48
72	61	49
73	61	51
75	60	48
76	58	44
75	60	46
73	61	48
75	60	44
76	58	37
79	56	37
80	58	49
82	58	51
73	58	53
72	58	53
70	58	49
68	56	49
75	54	54
75	58	54
66	56	54
66	54	54
65	53	53
73	56	53
72	54	53
73	53	53
73	51	51
73	54	51
73	53	49
73	56	49
73	58	48
73	60	48
73	61	48
0	60	48
0	58	49
0	56	49
0	55	49
0	56	49
0	58	44
0	55	44
0	51	44
0	51	44
0	51	46
0	51	46
0	54	0
0	56	0
0	58	0
0	60	0
0	56	0
0	61	0
0	68	0
0	70	0
0	66	0
0	65	0
0	65	0
0	65	49
0	65	48
0	65	46
0	65	44
0	65	44
0	65	44
0	0	44
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	41
0	0	42
0	0	44
0	0	37
0	0	37
0	0	37
0	0	37
0	0	37
0	0	37
0	0	37
0	0	37
